,med_price,med_income,Latitude,Longitude,coast_dist,la_dist,sf_dist
34,109700.0,27303.0,37.83,-122.27,4.967005194436769,554.708964381727,15.4803405231102
35,97200.0,14861.0,37.83,-122.27,4.967005194436769,554.708964381727,15.4803405231102
36,104500.0,10972.0,37.83,-122.27,4.967005194436769,554.708964381727,15.4803405231102
37,103900.0,14103.000000000002,37.83,-122.28,4.62927324947942,555.296934642999,14.680301925728301
38,191400.0,34800.0,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
39,176000.0,25898.0,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
40,155400.0,20978.0,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
41,150000.0,12851.999999999998,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
42,118800.0,10250.0,37.84,-122.26,6.363948012617691,554.949749518572,16.744406583506898
43,188800.0,39643.0,37.84,-122.26,6.363948012617691,554.949749518572,16.744406583506898
44,184400.0,30125.0,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
45,182300.0,26768.0,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
46,142500.0,20259.999999999996,37.83,-122.26,5.42730174564534,554.121830231293,16.2884761173126
47,137500.0,17348.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
48,187500.0,9506.0,37.82,-122.26,4.56992738545906,553.294904246492,15.897377593609399
49,112500.0,17750.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
50,171900.0,9218.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
51,93800.0,15045.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
52,97500.0,11108.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
53,104200.0,12475.0,37.82,-122.27,4.01237142896127,553.882992395938,15.0681659493984
54,87500.0,16097.999999999998,37.82,-122.28,3.5857656953423604,554.471916070705,14.2448825325117
55,83100.0,14113.0,37.82,-122.28,3.5857656953423604,554.471916070705,14.2448825325117
56,87500.0,15057.0,37.82,-122.28,3.5857656953423604,554.471916070705,14.2448825325117
57,85300.0,8172.0,37.82,-122.28,3.5857656953423604,554.471916070705,14.2448825325117
58,80300.0,12171.0,37.82,-122.28,3.5857656953423604,554.471916070705,14.2448825325117
59,60000.0,25625.0,37.82,-122.29,3.3406600783852802,555.0616726051161,13.4286177430611
60,75700.0,33929.0,37.83,-122.29,4.44214980901594,555.8857383558229,13.8897595464316
61,75000.0,61182.99999999999,37.82,-122.29,3.3406600783852802,555.0616726051161,13.4286177430611
62,86100.0,9011.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
63,76100.0,11909.999999999998,37.81,-122.3,2.21498605591486,554.830150618183,12.2129143616844
64,73500.0,25938.0,37.81,-122.3,2.21498605591486,554.830150618183,12.2129143616844
65,78400.0,11667.0,37.81,-122.3,2.21498605591486,554.830150618183,12.2129143616844
66,84400.0,8056.0,37.81,-122.3,2.21498605591486,554.830150618183,12.2129143616844
67,81300.0,26094.0,37.8,-122.29,1.19717435507093,553.4165547577901,12.749551387523601
68,85000.0,18516.0,37.81,-122.3,2.21498605591486,554.830150618183,12.2129143616844
69,129200.0,9802.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
70,82500.0,17719.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
71,95200.0,7286.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
72,75000.0,17500.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
73,67500.0,4999.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
74,137500.0,24830.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
75,177500.0,9241.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
76,102100.0,24464.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
77,108300.0,11111.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
78,112500.0,8026.0,37.81,-122.29,2.24948592561738,554.238609913974,13.0461867199217
79,131300.0,20114.0,37.8,-122.28,1.7695739983080603,552.824887316576,13.6068395334019
80,162500.0,15000.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
81,112500.0,11667.0,37.81,-122.27,3.1622730120344498,553.0580199488679,14.7285832891898
82,112500.0,15208.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
83,137500.0,8075.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
84,118800.0,18088.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
85,98200.0,24083.0,37.81,-122.28,2.5996389610114496,553.647898802722,13.8850621478909
86,118800.0,9770.0,37.81,-122.27,3.1622730120344498,553.0580199488679,14.7285832891898
87,162500.0,7600.0,37.81,-122.27,3.1622730120344498,553.0580199488679,14.7285832891898
88,137500.0,9722.0,37.8,-122.27,2.5246146156691798,552.234051520118,14.466705381510302
89,500001.0,12434.0,37.8,-122.27,2.5246146156691798,552.234051520118,14.466705381510302
90,162500.0,20938.0,37.8,-122.27,2.5246146156691798,552.234051520118,14.466705381510302
91,137500.0,8668.0,37.8,-122.28,1.7695739983080603,552.824887316576,13.6068395334019
92,162500.0,7500.0,37.8,-122.28,1.7695739983080603,552.824887316576,13.6068395334019
93,187500.0,26354.000000000004,37.79,-122.27,2.28478654341632,551.411091610598,14.286805862230901
94,179200.0,18477.0,37.8,-122.27,2.5246146156691798,552.234051520118,14.466705381510302
95,130000.0,20096.0,37.8,-122.26,3.34067161897622,551.644050046826,15.328715139568702
96,183800.0,28344.999999999996,37.82,-122.26,4.56992738545906,553.294904246492,15.897377593609399
97,125000.0,20062.000000000004,37.81,-122.26,3.8452217774209,552.468976024466,15.5759953846421
98,170000.0,12185.0,37.82,-122.26,4.56992738545906,553.294904246492,15.897377593609399
99,193100.0,26104.0,37.82,-122.26,4.56992738545906,553.294904246492,15.897377593609399
100,257800.0,24912.0,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
101,273400.0,32176.999999999996,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
102,237500.0,31250.0,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
103,350000.0,25795.0,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
104,335700.0,28405.999999999996,37.81,-122.26,3.8452217774209,552.468976024466,15.5759953846421
105,313400.0,49306.0,37.82,-122.24,5.92330723562356,552.121245224023,17.570222519827702
106,268500.0,32727.0,37.81,-122.24,5.384142107177439,551.293403690291,17.2802002025792
107,259400.0,31690.999999999996,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
108,275700.0,39000.0,37.82,-122.24,5.92330723562356,552.121245224023,17.570222519827702
109,225000.0,39063.0,37.82,-122.25,5.21661298549131,552.7076542955961,16.731636079500102
110,262500.0,50917.0,37.82,-122.25,5.21661298549131,552.7076542955961,16.731636079500102
111,218500.0,26429.0,37.82,-122.25,5.21661298549131,552.7076542955961,16.731636079500102
112,255000.0,30233.0,37.82,-122.25,5.21661298549131,552.7076542955961,16.731636079500102
113,224100.0,31484.0,37.83,-122.25,5.98193628131735,553.53553485847,17.1035609998378
114,243100.0,34722.0,37.83,-122.25,5.98193628131735,553.53553485847,17.1035609998378
115,231600.0,31429.0,37.83,-122.25,5.98193628131735,553.53553485847,17.1035609998378
116,218500.0,24234.0,37.83,-122.25,5.98193628131735,553.53553485847,17.1035609998378
117,234100.0,30897.0,37.83,-122.25,5.98193628131735,553.53553485847,17.1035609998378
118,327600.0,58596.0,37.84,-122.23,8.0069337455887,553.1962504872329,19.1480284655609
119,347600.0,52868.00000000001,37.84,-122.23,8.0069337455887,553.1962504872329,19.1480284655609
120,366100.0,59560.00000000001,37.83,-122.24,6.60719402132895,552.950080937517,17.924647175124598
121,335000.0,49643.0,37.85,-122.24,8.25908510932293,554.610717069378,18.8114874496884
122,373600.0,63434.0,37.85,-122.23,8.81049828547664,554.028013287066,19.6002259653727
123,389500.0,51773.0,37.84,-122.24,7.395763578831129,553.779906366819,18.339740726371698
124,391100.0,72354.0,37.85,-122.24,8.25908510932293,554.610717069378,18.8114874496884
125,337300.0,54570.00000000001,37.85,-122.22,9.411713364220407,553.446157415254,20.3963003879235
126,295200.0,75000.0,37.84,-122.22,8.66417575344934,552.6134419794599,19.9622524108568
127,292300.0,60194.0,37.84,-122.21,9.35778709042734,552.0314835334871,20.781714826659396
128,411500.0,75544.0,37.83,-122.21,8.748161389056378,551.198794740729,20.4166476769635
129,311500.0,60666.0,37.84,-122.2,10.080262947580898,551.450377846724,21.6058196604777
130,325900.0,70548.0,37.84,-122.21,9.35778709042734,552.0314835334871,20.781714826659396
131,392600.0,116016.99999999999,37.84,-122.19,10.8258259229329,550.870127623991,22.434055297880498
132,319300.0,74882.0,37.84,-122.2,10.080262947580898,551.450377846724,21.6058196604777
133,333300.0,68976.0,37.83,-122.21,8.748161389056378,551.198794740729,20.4166476769635
134,335200.0,82049.0,37.83,-122.19,10.303624156869901,550.035527233726,22.0965233464689
135,351200.0,84010.0,37.83,-122.2,9.51712943476246,550.616733519522,21.2550231164565
136,368900.0,68538.0,37.83,-122.19,10.303624156869901,550.035527233726,22.0965233464689
137,365900.0,83170.0,37.82,-122.19,9.879458244199899,549.2019074114479,21.810518198839098
138,366700.0,70175.0,37.82,-122.2,9.05608442765898,549.784071610634,20.9574193571316
139,362800.0,63301.99999999999,37.82,-122.2,9.05608442765898,549.784071610634,20.9574193571316
140,483300.0,63624.0,37.81,-122.18,9.430448165192969,547.787005247504,22.442111869148704
141,331400.0,70549.0,37.82,-122.21,8.24410925029415,550.367090206215,20.1065210380489
142,323500.0,67851.0,37.81,-122.2,8.713348296778241,548.952396590534,20.7153010716672
143,216700.0,28929.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
144,233100.0,30812.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
145,296400.0,52402.0,37.81,-122.21,7.86595246331904,549.53637439889,19.8539096603499
146,273700.0,65217.0,37.81,-122.22,7.026228662353211,550.1212033288439,18.9941045786641
147,227700.0,32632.0,37.8,-122.22,6.7636475365435595,549.2924412221361,18.792282509011798
148,199600.0,30298.0,37.8,-122.22,6.7636475365435595,549.2924412221361,18.792282509011798
149,239800.0,45428.0,37.8,-122.22,6.7636475365435595,549.2924412221361,18.792282509011798
150,270100.0,40720.0,37.81,-122.22,7.026228662353211,550.1212033288439,18.9941045786641
151,302100.0,53509.0,37.81,-122.22,7.026228662353211,550.1212033288439,18.9941045786641
152,269500.0,31603.0,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
153,314700.0,47708.00000000001,37.81,-122.23,6.197296335142391,550.7068806626789,18.1361114548777
154,390100.0,81564.0,37.81,-122.22,7.026228662353211,550.1212033288439,18.9941045786641
155,410300.0,88793.0,37.81,-122.23,6.197296335142391,550.7068806626789,18.1361114548777
156,352400.0,68591.0,37.81,-122.24,5.384142107177439,551.293403690291,17.2802002025792
157,287300.0,60302.0,37.81,-122.24,5.384142107177439,551.293403690291,17.2802002025792
158,348700.0,75079.99999999999,37.81,-122.23,6.197296335142391,550.7068806626789,18.1361114548777
159,243800.0,27477.0,37.81,-122.24,5.384142107177439,551.293403690291,17.2802002025792
160,211500.0,21944.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
161,218400.0,30149.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
162,269900.0,36750.0,37.81,-122.24,5.384142107177439,551.293403690291,17.2802002025792
163,218800.0,32250.0,37.81,-122.25,4.59514987977277,551.8807697091821,16.426696262621
164,225000.0,29345.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
165,250000.0,21429.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
166,171400.0,16121.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
167,193800.0,13929.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
168,125000.0,23173.0,37.79,-122.24,4.92081365501877,549.640721125416,16.9058891554195
169,97500.0,17772.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
170,125000.0,26458.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
171,138800.0,21810.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
172,116700.0,22303.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
173,151800.0,16504.0,37.8,-122.25,4.1821783564641,551.054885582785,16.1925264087447
174,127000.0,22697.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
175,128600.0,21563.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
176,140600.0,21347.999999999996,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
177,182700.0,26292.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
178,146900.0,23833.000000000004,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
179,122800.0,29570.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
180,169300.0,25238.0,37.8,-122.24,5.03639411717906,550.466560821755,17.057865496232903
181,126600.0,19375.0,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
182,127900.0,19028.0,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
183,123500.0,22500.0,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
184,111900.0,23929.0,37.8,-122.23,5.897799290462479,549.87907846517,17.9245111194146
185,112800.0,21917.0,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
186,107900.0,29357.000000000004,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
187,137500.0,18854.0,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
188,105500.0,21638.0,37.79,-122.24,4.92081365501877,549.640721125416,16.9058891554195
189,95500.0,21250.0,37.79,-122.24,4.92081365501877,549.640721125416,16.9058891554195
190,116100.0,33750.0,37.79,-122.24,4.92081365501877,549.640721125416,16.9058891554195
191,112200.0,22542.0,37.79,-122.24,4.92081365501877,549.640721125416,16.9058891554195
192,75000.0,21000.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
193,112500.0,16000.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
194,125000.0,36250.0,37.79,-122.25,4.04211469450141,550.230006421439,16.0322278575783
195,115000.0,16929.0,37.8,-122.26,3.34067161897622,551.644050046826,15.328715139568702
196,95000.0,16471.0,37.77,-122.22,4.22627769924116,546.812170383325,18.5770997033383
197,96400.0,25900.0,37.77,-122.22,4.22627769924116,546.812170383325,18.5770997033383
198,72000.0,25700.0,37.77,-122.23,4.276796616079129,547.401698229812,17.6984156150169
199,71300.0,26429.0,37.78,-122.23,5.37737195161567,548.226482707203,17.704400220258403
200,80800.0,30257.0,37.78,-122.23,5.37737195161567,548.226482707203,17.704400220258403
201,128800.0,14886.0,37.78,-122.22,5.337285928458989,547.637920205881,18.582685333927998
202,112500.0,19338.0,37.78,-122.23,5.37737195161567,548.226482707203,17.704400220258403
203,119400.0,14844.0,37.78,-122.23,5.37737195161567,548.226482707203,17.704400220258403
204,118100.0,16009.0,37.78,-122.23,5.37737195161567,548.226482707203,17.704400220258403
205,122500.0,20375.0,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
206,106300.0,22930.0,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
207,132500.0,21494.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
208,122700.0,16197.999999999998,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
209,113300.0,13281.0,37.79,-122.23,5.79952176777353,549.052277636469,17.780059477454
210,109500.0,35156.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
211,164700.0,39048.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
212,125000.0,30893.0,37.79,-122.21,6.53458334406559,547.877926950347,19.529653705986597
213,124700.0,26042.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
214,136700.0,25000.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
215,141700.0,27969.0,37.79,-122.22,6.44861855862843,548.4646786703,18.654667254873
216,150000.0,28321.0,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
217,138800.0,29583.0,37.79,-122.21,6.53458334406559,547.877926950347,19.529653705986597
218,139200.0,28365.0,37.79,-122.21,6.53458334406559,547.877926950347,19.529653705986597
219,143800.0,28750.0,37.79,-122.21,6.53458334406559,547.877926950347,19.529653705986597
220,156500.0,30682.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
221,151000.0,30757.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
222,273000.0,49559.0,37.8,-122.2,7.805948836594659,548.12171295152,20.5306313789546
223,217100.0,47721.0,37.8,-122.2,7.805948836594659,548.12171295152,20.5306313789546
224,187100.0,34861.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
225,239600.0,51184.0,37.8,-122.2,7.805948836594659,548.12171295152,20.5306313789546
226,229700.0,40977.0,37.8,-122.21,7.63242688548035,548.706651809434,19.6610305937595
227,257300.0,47440.0,37.8,-122.19,8.07090220385803,547.537627380518,21.400980910418202
228,246900.0,42727.00000000001,37.8,-122.19,8.07090220385803,547.537627380518,21.400980910418202
229,179900.0,29844.0,37.79,-122.19,7.040569582477572,546.706976181537,21.2805757359485
230,169600.0,41739.0,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
231,203300.0,38487.0,37.8,-122.2,7.805948836594659,548.12171295152,20.5306313789546
232,263400.0,40114.0,37.8,-122.19,8.07090220385803,547.537627380518,21.400980910418202
233,231800.0,46563.0,37.79,-122.19,7.040569582477572,546.706976181537,21.2805757359485
234,140500.0,29297.0,37.79,-122.19,7.040569582477572,546.706976181537,21.2805757359485
235,126000.0,23036.0,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
236,122000.0,26667.0,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
237,134700.0,26189.999999999996,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
238,139400.0,24167.0,37.79,-122.21,6.53458334406559,547.877926950347,19.529653705986597
239,115400.0,27788.0,37.79,-122.2,6.73516337844539,547.292025207788,20.4049701077161
240,137300.0,27352.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
241,137000.0,18472.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
242,142600.0,26583.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
243,137500.0,30536.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
244,111700.0,23906.0,37.78,-122.22,5.337285928458989,547.637920205881,18.582685333927998
245,126800.0,17188.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
246,111300.0,26250.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
247,114800.0,28015.0,37.77,-122.22,4.22627769924116,546.812170383325,18.5770997033383
248,102300.0,17276.0,37.78,-122.22,5.337285928458989,547.637920205881,18.582685333927998
249,131900.0,20801.0,37.78,-122.22,5.337285928458989,547.637920205881,18.582685333927998
250,119100.0,24890.0,37.78,-122.22,5.337285928458989,547.637920205881,18.582685333927998
251,80600.0,17546.0,37.76,-122.21,3.2902338279312398,545.397784209287,19.5140526655611
252,80600.0,40904.0,37.77,-122.21,4.35635435538161,546.223488582856,19.4558072972705
253,88800.0,26765.0,37.77,-122.21,4.35635435538161,546.223488582856,19.4558072972705
254,102400.0,24338.000000000004,37.77,-122.2,4.651901709860271,545.63565557298,20.334535340204397
255,98700.0,23309.000000000004,37.77,-122.21,4.35635435538161,546.223488582856,19.4558072972705
256,100000.0,22604.000000000004,37.77,-122.21,4.35635435538161,546.223488582856,19.4558072972705
257,92300.0,18039.0,37.77,-122.19,5.084144166557279,545.048674106137,21.2132812815142
258,94800.0,22562.000000000004,37.77,-122.2,4.651901709860271,545.63565557298,20.334535340204397
259,102000.0,20562.0,37.77,-122.2,4.651901709860271,545.63565557298,20.334535340204397
260,158400.0,35398.0,37.78,-122.2,5.680217997039959,546.463337895523,20.339410987652
261,121600.0,31166.999999999996,37.78,-122.2,5.680217997039959,546.463337895523,20.339410987652
262,129100.0,25400.999999999996,37.78,-122.2,5.680217997039959,546.463337895523,20.339410987652
263,121400.0,28980.0,37.77,-122.2,4.651901709860271,545.63565557298,20.334535340204397
264,102800.0,23125.0,37.78,-122.21,5.4408519751660895,547.050204356026,19.461024597958502
265,160000.0,28750.0,37.78,-122.19,6.03925822319236,545.877323570057,21.217838640798302
266,143900.0,33715.0,37.77,-122.19,5.084144166557279,545.048674106137,21.2132812815142
267,151200.0,35114.0,37.77,-122.19,5.084144166557279,545.048674106137,21.2132812815142
268,164400.0,43125.0,37.78,-122.19,6.03925822319236,545.877323570057,21.217838640798302
269,156500.0,32200.000000000004,37.78,-122.19,6.03925822319236,545.877323570057,21.217838640798302
270,225000.0,38750.0,37.78,-122.18,6.498165921637851,545.292164133111,22.096302626734502
271,174200.0,52328.0,37.78,-122.19,6.03925822319236,545.877323570057,21.217838640798302
272,166900.0,37262.0,37.78,-122.19,6.03925822319236,545.877323570057,21.217838640798302
273,163500.0,45893.0,37.78,-122.2,5.680217997039959,546.463337895523,20.339410987652
274,253000.0,52577.99999999999,37.79,-122.18,7.43790040042022,546.122782618239,22.156436291257595
275,240700.0,70875.0,37.79,-122.18,7.43790040042022,546.122782618239,22.156436291257595
276,208100.0,39712.0,37.79,-122.18,7.43790040042022,546.122782618239,22.156436291257595
277,198100.0,29514.0,37.79,-122.19,7.040569582477572,546.706976181537,21.2805757359485
278,172800.0,26667.0,37.79,-122.19,7.040569582477572,546.706976181537,21.2805757359485
279,336700.0,54446.0,37.81,-122.18,9.430448165192969,547.787005247504,22.442111869148704
280,318200.0,62838.0,37.8,-122.18,8.41970465338958,546.95439783622,22.271991399968503
281,285800.0,67527.0,37.8,-122.18,8.41970465338958,546.95439783622,22.271991399968503
282,293000.0,70712.0,37.77,-122.13,9.14132382318979,541.544822836464,26.4860325655562
283,371000.0,59849.0,37.79,-122.16,8.453667296286559,544.956972905762,23.9088100723639
284,157300.0,36875.0,37.78,-122.17,7.037431193581701,544.7078623459711,22.9747987683333
285,135300.0,28750.0,37.77,-122.17,6.23723375316198,543.877276850635,22.970818606114502
286,136700.0,34205.0,37.78,-122.18,6.498165921637851,545.292164133111,22.096302626734502
287,160700.0,32984.0,37.78,-122.18,6.498165921637851,545.292164133111,22.096302626734502
288,140600.0,38750.0,37.78,-122.17,7.037431193581701,544.7078623459711,22.9747987683333
289,144000.0,41750.0,37.78,-122.17,7.037431193581701,544.7078623459711,22.9747987683333
290,161900.0,43750.0,37.77,-122.16,6.91008794008082,543.2928666061871,23.849606622065696
291,156300.0,47708.00000000001,37.77,-122.16,6.91008794008082,543.2928666061871,23.849606622065696
292,176000.0,35739.0,37.77,-122.16,6.91008794008082,543.2928666061871,23.849606622065696
293,145800.0,30958.0,37.77,-122.16,6.91008794008082,543.2928666061871,23.849606622065696
294,141900.0,33958.0,37.77,-122.17,6.23723375316198,543.877276850635,22.970818606114502
295,90700.0,18710.0,37.77,-122.17,6.23723375316198,543.877276850635,22.970818606114502
296,90600.0,19356.0,37.76,-122.17,5.545592294133249,543.0476953721429,23.020610071322405
297,107900.0,21842.0,37.76,-122.17,5.545592294133249,543.0476953721429,23.020610071322405
298,107000.0,22917.0,37.76,-122.18,4.84276186584122,543.63393563092,22.143689583395602
299,98200.0,24333.0,37.76,-122.17,5.545592294133249,543.0476953721429,23.020610071322405
300,89500.0,19479.0,37.76,-122.18,4.84276186584122,543.63393563092,22.143689583395602
301,93800.0,39063.0,37.76,-122.18,4.84276186584122,543.63393563092,22.143689583395602
302,96700.0,18407.0,37.76,-122.18,4.84276186584122,543.63393563092,22.143689583395602
303,97500.0,20785.999999999996,37.77,-122.18,5.62163858550477,544.46254694263,22.092042975952
304,97300.0,28125.0,37.77,-122.18,5.62163858550477,544.46254694263,22.092042975952
305,91200.0,18913.0,37.76,-122.18,4.84276186584122,543.63393563092,22.143689583395602
306,91400.0,17056.0,37.76,-122.19,4.2068118695167405,544.221032372077,21.266941060681397
307,96200.0,22768.0,37.77,-122.18,5.62163858550477,544.46254694263,22.092042975952
308,120100.0,32552.0,37.77,-122.18,5.62163858550477,544.46254694263,22.092042975952
309,100000.0,20556.0,37.77,-122.18,5.62163858550477,544.46254694263,22.092042975952
310,94700.0,24659.0,37.76,-122.19,4.2068118695167405,544.221032372077,21.266941060681397
311,85700.0,17500.0,37.76,-122.2,3.67265092368411,544.808982820569,20.3903866964064
