,House_Value,Income,Age,Rooms_Per_House,Bedrooms_Per_House,Population_Per_House,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
56,87500.0,15057.0,52,4.77992277992278,1.111969111969112,2.4015444015444016,259,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117
57,85300.0,8172.0,52,6.102459016393443,1.3729508196721312,2.9836065573770494,244,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117
58,80300.0,12171.0,52,4.5625,1.1217105263157894,3.5328947368421053,304,37.82,-122.28,3585.76569534236,554471.916070705,733280.441797973,63761.7353166999,14244.8825325117
59,60000.0,25625.0,2,2.7719298245614037,0.7543859649122807,1.6491228070175439,57,37.82,-122.29,3340.66007838528,555061.672605116,733854.942089999,64237.363256611,13428.6177430611
60,75700.0,33929.0,52,5.994652406417113,1.1283422459893049,2.962566844919786,187,37.83,-122.29,4442.14980901594,555885.738355823,734696.069973899,65171.505932885,13889.7595464316
61,75000.0,61182.99999999999,49,5.869565217391305,1.2608695652173914,3.739130434782609,23,37.82,-122.29,3340.66007838528,555061.672605116,733854.942089999,64237.363256611,13428.6177430611
62,86100.0,9011.0,50,6.229508196721311,1.5573770491803278,3.0901639344262297,122,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
63,76100.0,11910.0,52,7.69811320754717,1.490566037735849,3.2767295597484276,159,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844
64,73500.0,25938.0,48,6.225563909774436,1.368421052631579,2.9473684210526314,133,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844
65,78400.0,11667.0,52,5.401069518716578,1.1176470588235294,3.229946524064171,187,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844
66,84400.0,8056.0,48,4.382530120481928,1.0662650602409638,2.3734939759036147,332,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844
67,81300.0,26094.0,52,6.98639455782313,1.6598639455782314,3.3469387755102042,147,37.8,-122.29,1197.17435507093,553416.55475779,732174.843969919,62386.5743196906,12749.5513875236
68,85000.0,18516.0,52,6.975609756097561,1.329268292682927,3.341463414634146,82,37.81,-122.3,2214.98605591486,554830.150618183,733590.436366291,63800.2105341514,12212.9143616844
69,129200.0,9802.0,46,4.584288052373159,1.0540098199672667,2.983633387888707,611,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
70,82500.0,17719.0,26,6.047244094488189,1.1968503937007875,3.0866141732283463,127,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
71,95200.0,7286.0,46,3.375451263537906,1.0722021660649819,2.101083032490975,277,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
72,75000.0,17500.0,49,5.552631578947368,1.3421052631578947,3.6842105263157894,152,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
73,67500.0,4999.0,46,1.7142857142857142,0.5714285714285714,2.5714285714285716,7,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
74,137500.0,24830.0,20,6.2781954887218046,1.2105263157894737,2.180451127819549,133,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
75,177500.0,9241.0,17,2.8177676537585423,1.0523917995444192,1.7357630979498861,439,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
76,102100.0,24464.0,36,5.724950884086444,1.1041257367387034,2.4282907662082516,509,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
77,108300.0,11111.0,19,5.830917874396135,1.173913043478261,3.4830917874396135,207,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
78,112500.0,8026.0,23,5.369230769230769,1.1507692307692308,3.243076923076923,325,37.81,-122.29,2249.48592561738,554238.609913974,733014.532597405,63308.9672012626,13046.1867199217
79,131300.0,20114.0,38,4.412903225806452,1.135483870967742,2.2193548387096773,155,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019
80,162500.0,15000.0,17,3.1972318339100347,1.0,2.1072664359861593,289,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
81,112500.0,11667.0,52,3.75,1.0,3.267857142857143,56,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898
82,112500.0,15208.0,52,3.9080459770114944,1.1149425287356323,2.2988505747126435,87,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
83,137500.0,8075.0,52,2.490322580645161,1.0580645161290323,2.232258064516129,155,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
84,118800.0,18088.0,35,5.609467455621302,1.0887573964497042,2.7633136094674557,169,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
85,98200.0,24083.0,52,6.721739130434782,1.2434782608695651,3.2782608695652176,115,37.81,-122.28,2599.63896101145,553647.898802722,732439.298088987,62826.2458140826,13885.0621478909
86,118800.0,9770.0,40,2.3157894736842106,1.186842105263158,1.5315789473684212,380,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898
87,162500.0,7600.0,10,2.6515151515151514,1.0545454545454545,1.6545454545454545,330,37.81,-122.27,3162.27301203445,553058.019948868,731864.734425001,62352.2443051942,14728.5832891898
88,137500.0,9722.0,10,2.6923076923076925,1.0769230769230769,3.2051282051282053,39,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103
89,500001.0,12434.0,52,2.929411764705882,0.9176470588235294,4.658823529411765,85,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103
90,162500.0,20938.0,16,2.74585635359116,1.0828729281767955,2.2099447513812156,362,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103
91,137500.0,8668.0,52,2.4431818181818183,0.9886363636363636,10.272727272727273,88,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019
92,162500.0,7500.0,52,2.823529411764706,0.9117647058823529,5.617647058823529,34,37.8,-122.28,1769.57399830806,552824.887316576,731598.874137534,61896.5933970324,13606.8395334019
93,187500.0,26354.000000000004,27,3.493377483443709,1.1490066225165563,2.377483443708609,302,37.79,-122.27,2284.78654341632,551411.091610598,730183.136524816,60484.3898758721,14286.8058622309
94,179200.0,18477.0,39,3.6723768736616704,1.3340471092077089,2.841541755888651,467,37.8,-122.27,2524.61461566918,552234.051520118,731023.57491033,61415.3521066468,14466.7053815103
95,130000.0,20096.0,36,2.294016358157555,1.066293585880327,1.493327593628928,2323,37.8,-122.26,3340.67161897622,551644.050046826,730448.94787868,60943.0574938264,15328.7151395687
96,183800.0,28344.999999999996,31,3.8949152542372882,1.1279661016949152,1.735593220338983,1180,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094
97,125000.0,20062.000000000004,29,3.681318681318681,1.1758241758241759,2.21978021978022,91,37.81,-122.26,3845.2217774209,552468.976024466,731290.84319253,61887.1630402615,15575.9953846421
98,170000.0,12185.0,22,2.9456,1.016,1.6192,1250,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094
99,193100.0,26104.0,37,3.7071428571428573,1.1071428571428572,1.8755102040816327,980,37.82,-122.26,4569.92738545906,553294.904246492,732133.456035424,62836.7605992941,15897.3775936094
100,257800.0,24912.0,29,3.7248,1.1312,1.8432,1250,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621
101,273400.0,32176.999999999996,28,3.8784235136940546,1.070808283233133,1.7120908483633934,1497,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621
102,237500.0,31250.0,39,3.745614035087719,1.0614035087719298,1.706140350877193,228,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621
103,350000.0,25795.0,52,3.5154975530179446,1.1435562805872757,1.4600326264274062,613,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621
104,335700.0,28405.999999999996,34,3.281721632196758,1.0698714365567357,1.5030743432084963,1789,37.81,-122.26,3845.2217774209,552468.976024466,731290.84319253,61887.1630402615,15575.9953846421
105,313400.0,49306.0,52,6.184426229508197,0.9221311475409836,2.762295081967213,244,37.82,-122.24,5923.30723562356,552121.245224023,730989.167275653,61948.1293385827,17570.2225198277
106,268500.0,32727.0,52,4.442982456140351,1.0570175438596492,1.5548245614035088,456,37.81,-122.24,5384.14210717744,551293.403690291,730145.084386076,60984.573686706,17280.2002025792
107,259400.0,31690.999999999996,52,4.165876777251185,1.0900473933649288,1.6255924170616114,422,37.81,-122.25,4595.14987977277,551880.769709182,730717.62598178,61431.2046241796,16426.696262621
108,275700.0,39000.0,52,4.848189415041783,1.0459610027855153,2.011142061281337,718,37.82,-122.24,5923.30723562356,552121.245224023,730989.167275653,61948.1293385827,17570.2225198277
109,225000.0,39063.0,28,4.160847880299252,1.0660847880299251,1.8952618453865338,802,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001
110,262500.0,50917.0,52,5.628458498023716,1.1422924901185771,2.1739130434782608,253,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001
111,218500.0,26429.0,32,3.7270058708414875,1.0743639921722115,1.7671232876712328,1022,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001
112,255000.0,30233.0,26,3.2530813475760065,0.9827444535743632,1.4371405094494658,1217,37.82,-122.25,5216.61298549131,552707.654295596,731560.973735584,62387.8034836989,16731.6360795001
113,224100.0,31484.0,52,4.578034682080925,1.0770712909441233,1.8092485549132948,519,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378
114,243100.0,34722.0,35,3.822274881516588,1.014218009478673,1.599526066350711,422,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378
115,231600.0,31429.0,52,4.3951890034364265,0.9862542955326461,1.8350515463917525,291,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378
116,218500.0,24234.0,28,3.0234798314268514,1.053582179409994,1.5400361228175798,1661,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378
117,234100.0,30897.0,52,4.040501446480231,1.0655737704918034,1.7222757955641272,1037,37.83,-122.25,5981.93628131735,553535.53485847,732405.035422692,63349.4750379013,17103.5609998378
118,327600.0,58596.0,50,6.742627345844504,1.0697050938337802,2.6005361930294906,373,37.84,-122.23,8006.9337455887,553196.250487233,732109.807309808,63472.7852807822,19148.0284655609
119,347600.0,52868.00000000001,47,6.546391752577319,0.9360824742268041,2.263917525773196,485,37.84,-122.23,8006.9337455887,553196.250487233,732109.807309808,63472.7852807822,19148.0284655609
120,366100.0,59560.00000000001,41,6.851063829787234,1.0797872340425532,2.1117021276595747,376,37.83,-122.24,6607.19402132895,552950.080937517,731833.962972968,62916.5802677,17924.6471751246
121,335000.0,49643.0,37,7.1063829787234045,1.148936170212766,2.0851063829787235,47,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884
122,373600.0,63434.0,52,6.947890818858561,1.0198511166253101,2.632754342431762,403,37.85,-122.23,8810.49828547664,554028.013287066,732956.753201699,64456.7504165903,19600.2259653727
123,389500.0,51773.0,52,6.358558558558559,1.0342342342342343,2.120720720720721,555,37.84,-122.24,7395.76357883113,553779.906366819,732679.469012332,63889.7038641264,18339.7407263717
124,391100.0,72354.0,52,7.11716621253406,0.9945504087193461,2.455040871934605,367,37.85,-122.24,8259.08510932293,554610.717069378,733525.68293736,64867.2898334847,18811.4874496884
125,337300.0,54570.0,28,5.5303347280334725,1.096234309623431,2.1244769874476988,956,37.85,-122.22,9411.71336422041,553446.157415254,732388.503123074,64055.6991563771,20396.3003879235
126,295200.0,75000.0,50,6.127348643006263,0.9874739039665971,2.152400835073069,479,37.84,-122.22,8664.17575344934,552613.44197946,731540.825059423,63065.4218150826,19962.2524108568
127,292300.0,60194.0,44,5.735343383584589,1.0,2.274706867671692,597,37.84,-122.21,9357.78709042734,552031.483533487,730972.523853631,62667.7998071733,20781.7148266594
128,411500.0,75544.0,40,7.631498470948012,1.0305810397553516,2.470948012232416,654,37.83,-122.21,8748.16138905638,551198.794740729,730124.817898422,61675.2305255111,20416.6476769635
129,311500.0,60666.0,30,6.446064139941691,1.0087463556851313,2.4606413994169096,343,37.84,-122.2,10080.2629475809,551450.377846724,730404.905287931,62280.1058423969,21605.8196604777
130,325900.0,70548.0,34,6.125,0.9879032258064516,2.2983870967741935,496,37.84,-122.21,9357.78709042734,552031.483533487,730972.523853631,62667.7998071733,20781.7148266594
131,392600.0,116016.99999999999,18,8.335051546391753,1.0824742268041236,2.747422680412371,194,37.84,-122.19,10825.8259229329,550870.127623991,729837.970960858,61902.5264627215,22434.0552978805
132,319300.0,74882.0,35,6.467268623024831,1.0383747178329572,2.419864559819413,443,37.84,-122.2,10080.2629475809,551450.377846724,730404.905287931,62280.1058423969,21605.8196604777
133,333300.0,68976.0,34,6.6122715404699735,1.0287206266318538,2.1240208877284594,766,37.83,-122.21,8748.16138905638,551198.794740729,730124.817898422,61675.2305255111,20416.6476769635
134,335200.0,82049.0,28,6.978947368421053,0.968421052631579,2.4368421052631577,190,37.83,-122.19,10303.6241568699,550035.527233726,728988.797377164,60897.3795442136,22096.5233464689
135,351200.0,84010.0,26,7.530805687203792,1.0568720379146919,2.5687203791469195,211,37.83,-122.2,9517.12943476246,550616.733519522,729556.46561798,61281.2040447971,21255.0231164565
136,368900.0,68538.0,29,6.657992565055762,1.0074349442379182,2.45724907063197,269,37.83,-122.19,10303.6241568699,550035.527233726,728988.797377164,60897.3795442136,22096.5233464689
137,365900.0,83170.0,32,6.977186311787072,1.0038022813688212,2.414448669201521,263,37.82,-122.19,9879.4582441999,549201.907411448,728140.328440663,59896.0076848091,21810.5181988391
138,366700.0,70175.0,37,6.982954545454546,1.0284090909090908,2.3863636363636362,176,37.82,-122.2,9056.08442765898,549784.071610634,728708.731743022,60286.2604745384,20957.4193571316
139,362800.0,63301.99999999999,39,7.54,1.068,2.53,500,37.82,-122.2,9056.08442765898,549784.071610634,728708.731743022,60286.2604745384,20957.4193571316
140,483300.0,63624.0,30,5.615384615384615,0.7307692307692307,2.423076923076923,52,37.81,-122.18,9430.44816519297,547787.005247504,726724.112346226,58512.3155182014,22442.1118691487
141,331400.0,70549.0,52,6.785714285714286,0.9514285714285714,2.322857142857143,350,37.82,-122.21,8244.10925029415,550367.090206215,729277.818881591,60686.8011553698,20106.5210380489
142,323500.0,67851.0,45,6.957746478873239,1.0234741784037558,2.504694835680751,426,37.81,-122.2,8713.34829677824,548952.396590534,727861.706129194,59295.4743822129,20715.3010716672
143,216700.0,28929.0,50,5.132246376811594,1.0960144927536233,2.282608695652174,552,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
144,233100.0,30812.0,38,4.628336755646817,1.0985626283367556,1.9527720739219712,487,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
145,296400.0,52402.0,52,6.200892857142857,0.9464285714285714,2.2767857142857144,224,37.81,-122.21,7865.95246331904,549536.37439889,728431.529269196,59702.7173163948,19853.9096603499
146,273700.0,65217.0,52,6.39935064935065,1.0876623376623376,2.4837662337662336,308,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641
147,227700.0,32632.0,52,4.745652173913044,1.0108695652173914,2.4543478260869565,460,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118
148,199600.0,30298.0,52,5.183673469387755,1.0521541950113378,2.433106575963719,441,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118
149,239800.0,45428.0,52,5.283495145631068,1.050485436893204,2.3009708737864076,515,37.8,-122.22,6763.64753654356,549292.441222136,728157.193625057,59147.5715447,18792.2825090118
150,270100.0,40720.0,52,5.952941176470588,0.9970588235294118,2.223529411764706,340,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641
151,302100.0,53509.0,52,5.65067178502879,1.0287907869481765,1.9846449136276392,521,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641
152,269500.0,31603.0,52,4.429193899782135,1.0588235294117647,1.7145969498910676,459,37.8,-122.23,5897.79929046248,549879.07846517,728729.115907927,59581.9612182126,17924.5111194146
153,314700.0,47708.00000000001,52,6.727699530516432,1.0751173708920188,2.8732394366197185,213,37.81,-122.23,6197.29633514239,550706.880662679,729573.220001856,60547.4766468885,18136.1114548777
154,390100.0,81564.0,52,7.7026315789473685,1.0578947368421052,2.6868421052631577,380,37.81,-122.22,7026.22866235321,550121.203328844,729002.034428676,60120.1214557008,18994.1045786641
